DocId,Date,Title,Source,Year
1499236957,19170925,THREE YEARS OF WAR HOUSEKEEPING,South China Morning Post Ltd.,1917
1322093790,19250422,Russian Mechanic Held As Shoplifter,The China Press,1925
1760452530,19390724,FORGED CERTIFICATE,South China Morning Post Ltd.,1939
1499714788,19260802,THE CHURCH IN MEXICO,South China Morning Post Ltd.,1926
1759553753,19341213,EVADING STAMP DUTY,South China Morning Post Ltd.,1934
1499508137,19210621,TRUCK KILLS COOLIE,South China Morning Post Ltd.,1921
1425375091,19191121,No Gambling Allowed in Tea-shop,The Shanghai Gazette,1919
1500254890,19160427,THE INTERPRETER,South China Morning Post Ltd.,1916
1371706700,19311220,Comic 3 -- No Title,The China Press,1931
1759606601,19350808,WAGE SPENDING TEST,South China Morning Post Ltd.,1935
1764489950,19400924,ARMS POSSESSION,South China Morning Post Ltd.,1940
1499563451,19210817,ICE DEPOT THEFTS,South China Morning Post Ltd.,1921
1499982994,19250509,Article 1 -- No Title,South China Morning Post Ltd.,1925
1756082810,19480815,ATTEMPTED THEFT,South China Morning Post Ltd.,1948
1759751011,19361126,BEGGARS IN COURT,South China Morning Post Ltd.,1936
1766705956,19520409,EXPORT LICENCE,South China Morning Post Ltd.,1952
1426587869,19360902,Trouble Buzzes On the Wire,The North China Herald,1936
1499572120,19220826,MORE ROBBERIES,South China Morning Post Ltd.,1922
1760406759,19390325,LARCENY CHARGES,South China Morning Post Ltd.,1939
1371886869,19360508,Display Ad 39 -- No Title,The China Press,1936
1499971424,19161218,Article 6 -- No Title,South China Morning Post Ltd.,1916
1759567448,19351109,Article 14 -- No Title,South China Morning Post Ltd.,1935
1371611090,19360918,Display Ad 22 -- No Title,The China Press,1936
1609297027,19221215,ROBBERY EPIDEMIC,South China Morning Post Ltd.,1922
1324715644,19200605,"AN OLD, OLD TRICK",The Shanghai Times,1920
1768699238,19521018,LARCENY BY BAILEE,South China Morning Post Ltd.,1952
1371505698,19400921,Display Ad 8 -- No Title,The China Weekly Review,1940
1326714620,19171124,Display Ad 6 -- No Title,The China Weekly Review,1917
1756805820,19301108,MONGOOSE SOUP!,South China Morning Post Ltd.,1930
1760031015,19380706,SEQUEL TO SQUABBLE,South China Morning Post Ltd.,1938
1759807110,19370728,CAUSED OBSTRUCTION,South China Morning Post Ltd.,1937
1766496454,19490203,FIREWORKS CASES,South China Morning Post Ltd.,1949
1499912083,19240226,Article 1 -- No Title,South China Morning Post Ltd.,1924
1499577545,19220905,BELIND THE COUNTER,South China Morning Post Ltd.,1922
1324895241,19320423,Japanese Army Plane Drops in Flames Near Shanghai,The China Weekly Review,1932
1371572626,19320612,Youthful Shoplifters Take Lesson,The China Press,1932
1756805354,19301108,FRAUD BY WOMAN,South China Morning Post Ltd.,1930
1498484758,19040512,Article 7 -- No Title,South China Morning Post Ltd.,1904
1499500637,19210606,Article 2 -- No Title,South China Morning Post Ltd.,1921
1498852695,19100310,CLEAN HONGKONG DOLLARS,South China Morning Post Ltd.,1910
1499679367,19220619,HIGHWAY ROBBERY,South China Morning Post Ltd.,1922
1757414194,19321208,BAD TEN CENT PIECES,South China Morning Post Ltd.,1932
1766527660,19490423,SOLD HIRED CYCLE,South China Morning Post Ltd.,1949
1499985873,19250502,Article 17 -- No Title,South China Morning Post Ltd.,1925
1499530173,19200204,Article 1 -- No Title,South China Morning Post Ltd.,1920
1498952138,19120126,STERILIZED EVAPORATED CREAM,South China Morning Post Ltd.,1912
1498949449,19111213,"Lane, Crawford & Co.",South China Morning Post Ltd.,1911
1498953158,19111222,Carnation BRAND,South China Morning Post Ltd.,1911
1500030103,19170807,Article 1 -- No Title,South China Morning Post Ltd.,1917
1500018807,19250914,Article 7 -- No Title,South China Morning Post Ltd.,1925
1757382375,19321223,Twenty-Five Years Ago,South China Morning Post Ltd.,1932
1500102060,19270325,COUNTERFEIT NOTE,South China Morning Post Ltd.,1927
1498952853,19120124,REG.U.S.PAT OFF Carnation BRAND,South China Morning Post Ltd.,1912
1499555217,19220708,ARMED ROBBERIES,South China Morning Post Ltd.,1922
1324944419,19191024,A BOMB CASE,The Shanghai Times,1919
1371526896,19310112,"""High Society Blues"" With Gaynor-Farrell Due At The Nanking Theatre",The China Press,1931
1425766659,19311130,Display Ad 2 -- No Title,The China Press,1931
1766341767,19470323,HERMIT OF FIFTH AVENUE,South China Morning Post Ltd.,1947
1498954335,19111229,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1498952984,19111227,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1498962843,19120212,REC. U. S. PAT. OFF. Carnation BRAND,South China Morning Post Ltd.,1912
1498952545,19120110,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1912
1498973785,19120525,CITY BRED WAS SHE,South China Morning Post Ltd.,1912
1499955092,19160830,Article 1 -- No Title,South China Morning Post Ltd.,1916
1371567216,19320116,Display Ad 4 -- No Title,The China Press,1932
1498940260,19111020,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1498950763,19111122,"IT'S SALE--""SAVE HALF YOUR MILK BILL",South China Morning Post Ltd.,1911
1498954539,19120103,SIERILIZED EVAPOHAIED CREAM,South China Morning Post Ltd.,1912
1420002518,19251226,MERCHANTS' STRIKE AT MINGHONG,The North China Herald,1925
1369880790,19130301,A STERN CHASE,The North China Herald,1913
1756789620,19300908,A CHEAP LORRY THAT VANISHED,South China Morning Post Ltd.,1930
1554666888,19161115,FIRE,South China Morning Post Ltd.,1916
1766561016,19490706,SHOP ROBBED,South China Morning Post Ltd.,1949
1321537713,19280219,Display Ad 44 -- No Title,The China Press,1928
1499643901,19221229,THE CORONET,South China Morning Post Ltd.,1922
1321313449,19280302,Display Ad 8 -- No Title,The China Press,1928
1766724678,19520630,CHINESE OPTICAL CO.,South China Morning Post Ltd.,1952
1498697533,19071224,COUNTERFEIT COIN,South China Morning Post Ltd.,1907
1498946951,19111103,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1499650465,19220113,Front Page 1 -- No Title,South China Morning Post Ltd.,1922
1766541595,19490406,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1754407692,19250806,INTIMIDATION,South China Morning Post Ltd.,1925
1759751697,19361202,LOCAL ESTATES,South China Morning Post Ltd.,1936
1764575260,19470209,Price-marking,South China Morning Post Ltd.,1947
1498945253,19111208,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1498949723,19111218,THE ROBER DOLLAR Co.,South China Morning Post Ltd.,1911
1499636610,19220517,Article 1 -- No Title,South China Morning Post Ltd.,1922
1766671725,19520121,PRACTICAL JOKER,South China Morning Post Ltd.,1952
1498955334,19120117,WEISMANN LIMITED,South China Morning Post Ltd.,1912
1499886870,19240512,Article 21 -- No Title,South China Morning Post Ltd.,1924
1498963954,19120226,D. HUTCHISON & Co.,South China Morning Post Ltd.,1912
1760422433,19390623,CHINESE CEREMONY,South China Morning Post Ltd.,1939
1766502559,19490323,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1766567477,19500207,H. CORRA LTD.,South China Morning Post Ltd.,1950
1765663045,19511029,DODWELL & COMPANY LTD.,South China Morning Post Ltd.,1951
1768704445,19521107,DISAPPROVAL,South China Morning Post Ltd.,1952
1425467611,19371021,"""Slick-Fingered Lil"" Charged With Attempt To Steal $13",The China Press,1937
1554672626,19200315,Article 1 -- No Title,South China Morning Post Ltd.,1920
1499742231,19230608,Article 11 -- No Title,South China Morning Post Ltd.,1923
1759579464,19351203,WING'S,South China Morning Post Ltd.,1935
1759724045,19360725,Article 3 -- No Title,South China Morning Post Ltd.,1936
1324839724,19251030,FINED FOR UNLICENSED VODKA SALE,The China Press,1925
1324763619,19161020,AN EVIL CUSTOM,The Shanghai Times,1916
1764468726,19400710,MONEY DEMANDED,South China Morning Post Ltd.,1940
1756757297,19300228,BOUGHT OR STOLEN?,South China Morning Post Ltd.,1930
1499784471,19230803,CASHIER WAYLAID,South China Morning Post Ltd.,1923
1324895407,19320423,Annual Budget for National Government's 20th Fiscal Year (1931-32),The China Weekly Review,1932
1500213692,19270729,IMPERSONATION,South China Morning Post Ltd.,1927
1371336971,19330927,CUTS IN WAR LORDS' ALLOWANCES,The North China Herald,1933
1499258937,19180117,Article 4 -- No Title,South China Morning Post Ltd.,1918
1499514686,19191213,Article 1 -- No Title,South China Morning Post Ltd.,1919
1764473735,19400731,INDIAN FOUND DEAD,South China Morning Post Ltd.,1940
1499162015,19140707,POLICE NEWS,South China Morning Post Ltd.,1914
1766491711,19490202,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1759864091,19371002,"THE HONGKONG & SHANGHAI HOTELS, LTD.",South China Morning Post Ltd.,1937
1760146667,19400308,CHASE & SANBORN COFFEE,South China Morning Post Ltd.,1940
1766485209,19490126,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1425773412,19320729,Appearance Of Vegetables And Friut Is Important,The China Press,1932
1766731610,19520703,TSUN WAN MURDER CASE,South China Morning Post Ltd.,1952
1554642046,19090816,New Regulations,South China Morning Post Ltd.,1909
1499291756,19180927,GROCER'S SHOP ROBBED,South China Morning Post Ltd.,1918
1535690563,19411107,GROCER'S ESTATE,South China Morning Post Ltd.,1941
1324826249,19180620,Article 6 -- No Title,The Shanghai Times,1918
1321494645,19270123,When It's Blue in New Jersey,The China Press,1927
1499524052,19191230,Front Page 1 -- No Title,South China Morning Post Ltd.,1919
1498700078,19071128,THE SINCERE CO.,South China Morning Post Ltd.,1907
1499465647,19200630,Article 2 -- No Title,South China Morning Post Ltd.,1920
1764449410,19400517,JAPANESE KILLED,South China Morning Post Ltd.,1940
1759576619,19351128,TUNG HING CO.,South China Morning Post Ltd.,1935
1419963210,19250509,TOBACCO COMPANY DEFRAUDED,The North China Herald,1925
1321473545,19290126,Display Ad 22 -- No Title,The China Press,1929
1498955456,19120122,Ulderup & Schluter,South China Morning Post Ltd.,1912
1324810029,19260418,Display Ad 9 -- No Title,The China Press,1926
1766646958,19500411,H. CORRA LTD.,South China Morning Post Ltd.,1950
1535747663,19460620,DOG SUMMONSES,South China Morning Post Ltd.,1946
1498838880,19100113,NEW STAMP ORDINANCE,South China Morning Post Ltd.,1910
1499736175,19230504,PALACE HOTEL SPOONS,South China Morning Post Ltd.,1923
1499649802,19230108,ROBBERS FOILED,South China Morning Post Ltd.,1923
1535740560,19460506,JAP EMPEROR,South China Morning Post Ltd.,1946
1535753318,19460713,CONSTABLE GAOLED,South China Morning Post Ltd.,1946
1499182641,19141224,Article 3 -- No Title,South China Morning Post Ltd.,1914
1666745765,19460616,RECEIVING JEEP CHARGE,South China Morning Post Ltd.,1946
1759396644,19340713,Article 18 -- No Title,South China Morning Post Ltd.,1934
1326714043,19180302,Display Ad 7 -- No Title,The China Weekly Review,1918
1324784041,19180601,CHINESE CIGARETTES,The Shanghai Times,1918
1500191429,19270430,SHOPKEEPERS ROBBED,South China Morning Post Ltd.,1927
1498559389,19050824,A DISTINCTION,South China Morning Post Ltd.,1905
1499575481,19220925,Article 1 -- No Title,South China Morning Post Ltd.,1922
1321492268,19290109,Display Ad 40 -- No Title,The China Press,1929
1766520889,19490216,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1499646194,19221202,LOCAL & GENERAL NEWS,South China Morning Post Ltd.,1922
1420001024,19260102,Article 24 -- No Title,The North China Herald,1926
1499488024,19191025,ARMED ROBBERIES,South China Morning Post Ltd.,1919
1535698734,19451223,ROBBERY ON FERRY,South China Morning Post Ltd.,1945
1369865982,19180504,Other 2 -- No Title,The North China Herald,1918
1425765619,19311019,Display Ad 4 -- No Title,The China Press,1931
1535771236,19470122,CLAIM TO JAP THRONE,South China Morning Post Ltd.,1947
1321530169,19281121,Display Ad 26 -- No Title,The China Press,1928
1500175478,19251126,Article 7 -- No Title,South China Morning Post Ltd.,1925
1500178041,19251202,Article 4 -- No Title,South China Morning Post Ltd.,1925
1499169142,19140831,Article 4 -- No Title,South China Morning Post Ltd.,1914
1765450729,19510314,"DAVIE. BOAG & CO., LTD.",South China Morning Post Ltd.,1951
1765661628,19511022,"DAVIE, BOAG & CO., LTD.",South China Morning Post Ltd.,1951
1765448533,19510306,"DAVIE, BOAG & CO., LTD.",South China Morning Post Ltd.,1951
1500214118,19270719,Front Page 1 -- No Title,South China Morning Post Ltd.,1927
1759810909,19370812,Article 9 -- No Title,South China Morning Post Ltd.,1937
1766759797,19520309,Trickster To Be Expelled With Family,South China Morning Post Ltd.,1952
1498485541,19040624,Another Case--A Capture,South China Morning Post Ltd.,1904
1500208128,19270622,THE SITUATION,South China Morning Post Ltd.,1927
1321265597,19280127,KIDNAPPERS HELD,The China Press,1928
1371315849,19280623,ALLEGED RINGING THE CHANGES,The North China Herald,1928
1321360486,19280610,SCHOOL RIOT,The China Press,1928
1321463166,19250913,Two Months Given For Passing $5 Counterfeit Money,The China Press,1925
1499695161,19230313,THEFT OF CIGARETTES,South China Morning Post Ltd.,1923
1760443922,19390519,THEFTS FROM GODOWNS,South China Morning Post Ltd.,1939
1535681147,19450904,SUBSTITUTE POST OFFICE,South China Morning Post Ltd.,1945
1321368788,19281201,Display Ad 31 -- No Title,The China Press,1928
1538796679,19390915,CHASE AND SANBORN COFFEE,South China Morning Post Ltd.,1939
1498948155,19111201,Carnation BRAND,South China Morning Post Ltd.,1911
1498968895,19120313,Carmation BRAND,South China Morning Post Ltd.,1912
1321487825,19281217,Display Ad 40 -- No Title,The China Press,1928
1321487736,19281210,Display Ad 41 -- No Title,The China Press,1928
1535738367,19460428,DUTIABLE TOBACCO,South China Morning Post Ltd.,1946
1765514478,19510611,DODWELL & COMPANY LTD.,South China Morning Post Ltd.,1951
1500230030,19160121,Article 3 -- No Title,South China Morning Post Ltd.,1916
1498998207,19121121,Article 1 -- No Title,South China Morning Post Ltd.,1912
1369524142,19180119,Article 20 -- No Title,The North China Herald,1918
1499161108,19140718,A FRENCH OUTRAGE,South China Morning Post Ltd.,1914
1499880799,19231130,LONDON TOWN,South China Morning Post Ltd.,1923
1499576299,19220808,THE MACAO SENSATION,South China Morning Post Ltd.,1922
1554234495,19131015,TEA THAT MADE HISTORY,South China Morning Post Ltd.,1913
1369970209,19260814,A PLUCKY JAPANESE,The North China Herald,1926
1321217495,19300105,"Remarque's ""Buddy"" Offers Aid in ""All Quiet"" Production",The China Press,1930
1371430783,19360513,THE WAY OF THE WORLD,The North China Herald,1936
1321207512,19270206,Blaze Damages Portland Warehouse,The China Press,1927
1324894981,19180906,CHINESE NAIVETE,The Shanghai Times,1918
1321533022,19281214,Display Ad 73 -- No Title,The China Press,1928
1425877680,19010227,Display Ad 6 -- No Title,The North China Herald,1901
1498968460,19120311,Wm. Meyerink & Co. Agents,South China Morning Post Ltd.,1912
1498633438,19061106,Article 6 -- No Title,South China Morning Post Ltd.,1906
1499227797,19151217,Article 3 -- No Title,South China Morning Post Ltd.,1915
1321495469,19281123,Display Ad 66 -- No Title,The China Press,1928
1369468527,19001219,Display Ad 12 -- No Title,The North China Herald,1900
1499785658,19230810,Article 6 -- No Title,South China Morning Post Ltd.,1923
1500258991,19160601,ROOF SHED COLLAPSES,South China Morning Post Ltd.,1916
1766384499,19490727,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1766509927,19490511,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1759671368,19351003,TEN BURNED ALIVE,South China Morning Post Ltd.,1935
1766650151,19500318,MINOR GOLD RUSH,South China Morning Post Ltd.,1950
1760487377,19391103,CHASE AND SANBORN [?] COFFEE,South China Morning Post Ltd.,1939
1499372729,19190521,THE HONGKEW RIOTS,South China Morning Post Ltd.,1919
1766309440,19410621,UNLICENSED FACTORY,South China Morning Post Ltd.,1941
1425372597,19191120,Dinner Stories,The Shanghai Gazette,1919
1760397403,19390331,PROSECUTION FAILS,South China Morning Post Ltd.,1939
1499650316,19230109,ARMED ROBBERS,South China Morning Post Ltd.,1923
1499531723,19201213,Front Page 1 -- No Title,South China Morning Post Ltd.,1920
1498859028,19100524,CORRESPONDENCE,South China Morning Post Ltd.,1910
1696069641,19520711,CASE WITHDRAWN,South China Morning Post Ltd.,1952
1425373289,19191122,Steal 40 Molls of Japanese Silk,The Shanghai Gazette,1919
1754586648,19290516,THE SLOT MACHINE,South China Morning Post Ltd.,1929
1760468838,19390920,GANG OF SNATCHERS INVADES KOWLOON,South China Morning Post Ltd.,1939
1759800771,19370701,PIG SLAUGHTERED,South China Morning Post Ltd.,1937
1757421413,19330120,A PLAN THAT FAILED,South China Morning Post Ltd.,1933
1760021538,19380613,GAOL FOR TRICKERY,South China Morning Post Ltd.,1938
1321529183,19281119,Display Ad 15 -- No Title,The China Press,1928
1369509421,19001017,Display Ad 6 -- No Title,The North China Herald,1900
1371706313,19311220,Balloon Spans Sea,The China Press,1931
1538815656,19500415,BODY IN LAKE,South China Morning Post Ltd.,1950
1498962930,19120207,BOLINDERS,South China Morning Post Ltd.,1912
1499788841,19230825,Article 3 -- No Title,South China Morning Post Ltd.,1923
1369922485,19011211,Display Ad 9 -- No Title,The North China Herald,1901
1321190841,19281128,Display Ad 54 -- No Title,The China Press,1928
1369481172,19010410,Display Ad 12 -- No Title,The North China Herald,1901
1369469000,19010109,Display Ad 8 -- No Title,The North China Herald,1901
1369468893,19010123,Display Ad 11 -- No Title,The North China Herald,1901
1369481112,19010508,Display Ad 11 -- No Title,The North China Herald,1901
1321339118,19280425,Display Ad 41 -- No Title,The China Press,1928
1369508436,19000627,Display Ad 8 -- No Title,The North China Herald,1900
1554652781,19120315,THE ROBERT DOLLAR CO.,South China Morning Post Ltd.,1912
1764538329,19410401,TRAGEDY IN JAPAN,South China Morning Post Ltd.,1941
1759969146,19380219,The Borden Company,South China Morning Post Ltd.,1938
1759794992,19370610,PENSION PROVIDED,South China Morning Post Ltd.,1937
1760031920,19380714,HOLD-UP MAN CAUGHT,South China Morning Post Ltd.,1938
1766783703,19510209,"DAVIE, BOAG & CO., LTD.",South China Morning Post Ltd.,1951
1765449369,19510312,DODWELL & COMPANY LTD.,South China Morning Post Ltd.,1951
1760044242,19380811,LANE CRAWFORD LTD.,South China Morning Post Ltd.,1938
1766728738,19520529,GROCER'S FORTUNE,South China Morning Post Ltd.,1952
1766745513,19520901,ROYAL BAKING POWDER,South China Morning Post Ltd.,1952
1766549342,19491129,DODWELL & COMPANY LTD.,South China Morning Post Ltd.,1949
1499931156,19241001,Article 6 -- No Title,South China Morning Post Ltd.,1924
1764508250,19401207,Rice Prices,South China Morning Post Ltd.,1940
1766450262,19480625,STOLEN TRICYCLE,South China Morning Post Ltd.,1948
1765556860,19510717,ON MURDER CHARGE,South China Morning Post Ltd.,1951
